State,Action,Value
"((1, 0, 1), (0, 1, -1), (-1, 0, 0))","(0, 1)",-0.23007010270064499
"((0, 0, 1), (0, 1, -1), (0, 0, 0))","(2, 0)",-0.0137376646270792
"((-1, 0, -1), (0, 0, 0), (1, 0, 1))","(2, 1)",0.9999999999999996
"((0, 1, -1), (0, 0, 0), (0, 1, -1))","(0, 0)",-0.22845985300000002
"((1, 1, -1), (0, 0, 0), (0, 1, -1))","(1, 2)",0.9866972053527088
"((0, -1, -1), (0, 1, 1), (0, 1, -1))","(1, 0)",0.8784233454094308
"((0, -1, -1), (0, 0, 1), (0, 1, 0))","(1, 1)",-0.2938540638201632
"((0, -1, 0), (0, 0, 1), (0, 1, 0))","(0, 2)",0.23947665734318982
"((0, -1, -1), (-1, 1, 1), (0, 1, 0))","(2, 0)",-0.0745245
"((0, 0, -1), (-1, 0, 1), (0, 1, 0))","(1, 1)",0.19306978424247115
"((0, -1, -1), (-1, 1, 1), (1, 1, 0))","(0, 0)",0.7458134171671
"((0, 0, -1), (-1, 1, 1), (0, 1, 0))","(0, 1)",0.14256075793370268
"((0, 0, -1), (0, 0, 1), (0, 1, 0))","(1, 0)",0.06444543628754662
"((0, 1, 1), (0, 1, -1), (-1, 0, -1))","(1, 0)",-0.44637573882865256
"((0, 1, 1), (1, 1, -1), (-1, 0, -1))","(0, 0)",-0.6125795110000001
"((0, 1, 1), (0, 1, -1), (0, 0, -1))","(2, 0)",-0.10087660669791171
"((-1, 0, 0), (0, -1, 1), (0, 1, 0))","(2, 2)",0.382255887819649
"((-1, 0, 0), (0, -1, 1), (0, 1, 1))","(1, 0)",-0.4704058411285964
"((-1, 0, -1), (1, 0, 1), (0, 0, 0))","(2, 1)",-0.14926589999999998
"((-1, 0, -1), (1, 0, 1), (0, 1, 0))","(0, 1)",0.5695327900000001
"((-1, 0, 0), (1, 0, 1), (0, 0, 0))","(0, 2)",-0.16090452050492796
"((1, 0, 0), (1, -1, -1), (0, 1, -1))","(0, 2)",0.36340622395588007
"((1, 0, 0), (1, -1, 0), (0, 0, -1))","(2, 1)",0.16131346563328589
"((1, 0, 0), (1, -1, 0), (0, 1, -1))","(1, 2)",-0.6061758687202702
"((1, 0, 0), (1, -1, 0), (0, 0, 0))","(2, 2)",-0.6373650651959484
"((-1, -1, 0), (1, 1, -1), (1, -1, 1))","(0, 2)",0.9999999101855006
"((-1, -1, 0), (1, 1, -1), (0, 0, 1))","(2, 0)",0.15900183404452117
"((-1, 0, 0), (1, 1, -1), (0, 0, 0))","(2, 2)",0.11370207699488746
"((-1, -1, 0), (1, 1, -1), (1, 0, 1))","(2, 1)",-0.717570463519
"((-1, 0, 0), (1, 1, -1), (0, 0, 1))","(0, 1)",0.0401364
"((0, 1, -1), (-1, -1, 1), (1, 1, -1))","(0, 0)",0.49998524366728464
"((0, 1, -1), (-1, 0, 0), (1, 1, -1))","(1, 2)",0.18158509343569673
"((0, 0, 0), (-1, 0, 0), (1, 1, -1))","(0, 1)",0.03307980877065322
"((0, 1, -1), (-1, 0, 1), (1, 1, -1))","(1, 1)",0.407348990557408
"((0, 1, 0), (-1, 0, 0), (1, 1, -1))","(0, 2)",-0.1529100298045
"((1, -1, 1), (-1, -1, 1), (1, 0, -1))","(2, 1)",0.4999999999999998
"((1, -1, 1), (0, -1, 1), (0, 0, -1))","(2, 0)",-0.9782869643441445
"((1, 0, 0), (0, -1, 1), (0, 0, -1))","(0, 2)",0.22878742787027648
"((1, -1, 1), (0, -1, 1), (1, 0, -1))","(1, 0)",0.39705443395267553
"((1, 0, 1), (0, -1, 1), (0, 0, -1))","(0, 1)",0.4508211595258106
"((1, -1, 1), (0, 0, 0), (-1, -1, 1))","(1, 1)",0.9656631617970749
"((1, -1, 1), (0, 0, 0), (-1, 0, 0))","(2, 2)",0.8470039323723364
"((1, -1, 1), (0, 0, 0), (-1, 0, 1))","(2, 1)",-0.8900243871124502
"((0, 0, -1), (1, -1, 0), (0, 0, 1))","(0, 0)",-0.4554182280418505
"((1, 0, -1), (1, -1, 0), (0, 0, 1))","(2, 0)",0.9528987130275376
"((1, 0, 0), (0, -1, 0), (1, 0, -1))","(0, 2)",0.8084597611876351
"((1, 0, 1), (0, -1, 0), (1, 0, -1))","(2, 1)",-0.9302668262197966
"((1, -1, 0), (-1, 0, 1), (-1, 1, 0))","(1, 1)",0.13630084789396454
"((0, 0, 0), (-1, 0, 0), (0, 1, 0))","(1, 2)",0.15351137519296543
"((1, -1, 0), (-1, 1, 1), (-1, 1, 0))","(0, 2)",-0.5695327900000001
"((1, -1, 0), (-1, 0, 1), (0, 1, 0))","(2, 0)",0.06168459060000002
"((1, -1, 1), (-1, -1, 1), (0, 1, -1))","(2, 0)",0.4999999999999998
"((1, 0, 0), (-1, -1, 1), (0, 1, -1))","(0, 2)",0.5174748762955604
"((1, 0, 0), (-1, 0, 0), (0, 1, -1))","(1, 2)",0.09856831098216372
"((1, 0, 0), (-1, 0, 0), (0, 0, 0))","(2, 1)",0.133533575809163
"((1, 0, 1), (-1, -1, 1), (0, 1, -1))","(0, 1)",0.49742311239633996
"((1, 0, 0), (-1, 0, 0), (0, 1, 0))","(2, 2)",0.01408058112607842
"((1, -1, -1), (-1, -1, 1), (0, 1, 1))","(2, 0)",0.9912720364319122
"((1, 0, -1), (-1, -1, 0), (0, 1, 1))","(1, 2)",-0.2945827957928695
"((1, 0, -1), (-1, 0, 0), (0, 1, 0))","(2, 2)",0.08506475100000002
"((1, 0, -1), (-1, -1, 1), (0, 1, 1))","(0, 1)",-0.7458134171671
"((1, 0, -1), (-1, 0, 0), (0, 1, 1))","(1, 1)",0.17142632150268358
"((1, 0, 0), (-1, 0, 0), (0, 1, 0))","(0, 2)",0.028661403184520283
"((1, 1, -1), (0, 1, 0), (-1, -1, 0))","(1, 2)",-0.40951000000000004
"((1, 1, 0), (0, 0, 0), (-1, -1, 0))","(1, 1)",-0.06419799999999999
"((0, -1, -1), (0, 0, 0), (1, 1, 0))","(2, 2)",0.9202335569231275
"((0, 1, 0), (0, -1, 1), (-1, 1, -1))","(0, 2)",-0.23782969
"((0, 1, 1), (0, -1, 1), (-1, 1, -1))","(0, 0)",0.8905810108684877
"((0, 1, 0), (0, -1, 1), (-1, 1, 0))","(2, 2)",0.17297916826871187
"((0, 1, 0), (0, -1, 0), (-1, 1, 0))","(1, 2)",-0.4470220246664034
"((0, 1, 0), (0, -1, 1), (-1, 1, 0))","(0, 2)",0.8784233454094308
"((0, 1, 0), (0, 0, 0), (-1, 1, 0))","(1, 1)",0.6814968731308927
"((-1, 1, 0), (-1, 0, -1), (1, 1, 0))","(1, 1)",0.6125795110000001
"((0, 1, 0), (-1, 0, -1), (1, 0, 0))","(2, 1)",-0.03707434666673097
"((0, 1, 0), (-1, 0, 0), (0, 0, 0))","(2, 0)",0.3526459538194187
"((0, 1, 0), (-1, 0, -1), (1, 1, 0))","(0, 0)",-0.20172969000000002
"((1, 0, 1), (-1, 0, -1), (-1, 0, 1))","(1, 1)",0.717570463519
"((1, 0, 1), (-1, 0, -1), (0, 0, 1))","(2, 0)",-0.34390000000000004
"((-1, 0, 0), (1, 0, 1), (-1, -1, 1))","(0, 2)",0.6513215599000001
"((0, 0, 0), (0, 0, 1), (-1, -1, 1))","(1, 0)",0.09875755800000002
"((0, 0, 0), (1, 0, 1), (-1, -1, 1))","(0, 0)",-0.271
"((0, 0, 0), (0, 0, 1), (-1, 0, 1))","(2, 1)",-0.3979418567614137
"((1, 0, 0), (-1, 1, 1), (-1, -1, 0))","(0, 2)",-0.19176556501
"((0, 0, 0), (0, 0, 1), (-1, 0, 0))","(1, 1)",0.37570893290584745
"((1, 0, 1), (-1, 1, 1), (-1, -1, 0))","(0, 1)",-0.271
"((1, 0, 1), (-1, -1, 1), (0, -1, 0))","(2, 0)",-0.40951000000000004
"((1, 0, 1), (-1, -1, 0), (0, 0, 0))","(1, 2)",0.2813183649984524
"((1, 0, 1), (-1, -1, 1), (1, -1, 0))","(0, 1)",0.9999999969160541
"((1, 0, 1), (-1, -1, 1), (0, 0, 0))","(2, 1)",-0.12483784526935954
"((-1, 1, 0), (-1, 0, 0), (0, 1, 0))","(1, 1)",0.7941088679053511
"((-1, 0, 0), (0, 1, 0), (-1, 1, 0))","(0, 2)",-0.25561
"((0, 0, 0), (0, 1, 0), (-1, 0, 0))","(2, 1)",0.38316274626361846
"((0, 0, 0), (0, 1, 0), (-1, 1, 0))","(0, 0)",-0.05322189963799162
"((0, -1, -1), (0, 1, 0), (-1, 1, 1))","(1, 0)",-0.12111716678668741
"((0, -1, -1), (0, 0, 0), (0, 1, 1))","(1, 1)",-0.04122
"((0, -1, -1), (1, 1, 0), (-1, 1, 1))","(0, 0)",0.6513215599000001
"((0, -1, -1), (0, 1, 0), (0, 1, 1))","(2, 0)",0.009000000000000001
"((1, -1, -1), (1, 1, 0), (0, -1, 0))","(2, 0)",0.271
"((0, -1, -1), (1, 1, 0), (0, 0, 0))","(0, 0)",0.13732311600000002
"((1, -1, -1), (1, 1, 0), (0, 0, 0))","(2, 1)",-0.271
"((0, 0, -1), (1, 1, 0), (0, 0, 0))","(0, 1)",-0.135729746103061
"((1, 0, -1), (-1, 0, 1), (1, 0, -1))","(1, 1)",0.2592931018221623
"((0, 0, -1), (0, 0, 1), (1, 0, -1))","(0, 0)",0.39926753299131346
"((0, 0, 0), (0, 0, 1), (0, 0, -1))","(2, 0)",0.3951211272596183
"((1, 0, -1), (-1, 1, 1), (1, 0, -1))","(2, 1)",0.4999999999999916
"((0, 0, 0), (0, 0, 1), (1, 0, -1))","(0, 2)",0.24836525302246754
"((0, 0, 1), (0, -1, -1), (1, 0, 0))","(0, 1)",-0.7643981011752793
"((0, 1, 1), (0, -1, -1), (1, 0, 0))","(1, 0)",0.9999825730661898
"((0, 0, 1), (0, -1, 0), (1, 0, 0))","(1, 2)",0.42400966189370387
"((1, 1, -1), (1, 0, 0), (0, -1, -1))","(2, 0)",0.68618940391
"((1, 1, -1), (0, 0, 0), (0, 0, -1))","(1, 0)",-0.6947927466662013
"((1, 1, -1), (1, 0, 0), (0, 0, -1))","(2, 1)",-0.40951000000000004
"((-1, -1, 0), (0, 0, 0), (1, 1, 0))","(2, 2)",0.8905810108684877
"((0, -1, 0), (0, 0, 0), (1, 1, 0))","(0, 0)",-0.11193161645320711
"((1, 0, -1), (1, 1, 0), (0, -1, -1))","(2, 0)",0.6513215599000001
"((1, 0, 0), (0, 1, 0), (0, -1, -1))","(1, 0)",-0.6996200538239883
"((1, 0, 0), (1, 1, 0), (0, -1, -1))","(0, 2)",-0.34390000000000004
"((1, 0, -1), (0, 1, -1), (1, -1, 0))","(1, 0)",0.8649148282327008
"((0, 0, 0), (0, 1, -1), (1, -1, 0))","(0, 0)",0.39970360563023866
"((1, 0, 0), (0, 1, -1), (1, -1, 0))","(0, 2)",-0.5319769699000001
"((0, 0, 0), (0, 1, 0), (1, -1, 0))","(1, 2)",-0.5534773801014432
"((1, 0, 1), (0, -1, 1), (0, -1, -1))","(1, 0)",-0.46855900000000006
"((1, 0, 1), (0, -1, 0), (0, 0, -1))","(1, 2)",0.32601088679307383
"((1, 0, 0), (0, 0, 0), (0, 0, -1))","(0, 2)",0.25281959978943735
"((1, 0, 1), (1, -1, 1), (0, -1, -1))","(2, 0)",0.8332281830033343
"((1, 0, 1), (0, -1, 1), (0, 0, -1))","(2, 1)",-0.8614904556368201
"((1, 0, 1), (0, 0, 0), (0, 0, -1))","(1, 1)",-0.0952273404804713
"((1, 0, 0), (-1, 0, 1), (-1, 1, -1))","(0, 1)",0.16641171204421276
"((1, 0, 0), (-1, 0, 1), (0, 1, -1))","(2, 0)",-0.025169260500000006
"((-1, -1, 0), (-1, 0, 1), (1, 0, 1))","(1, 1)",-0.2738581200088792
"((0, -1, 0), (-1, 0, 1), (0, 0, 1))","(2, 0)",0.2526520796954669
"((0, -1, 0), (0, 0, 1), (0, 0, 0))","(2, 2)",0.1808040762675246
"((-1, -1, 0), (-1, 1, 1), (1, 0, 1))","(0, 2)",0.8332281830033343
"((0, -1, 0), (-1, 0, 1), (1, 0, 1))","(0, 0)",-0.2340490978575649
"((0, -1, 0), (0, 0, 1), (0, 0, 1))","(1, 0)",-0.6157222270168354
"((1, -1, 0), (0, 0, 1), (-1, -1, 1))","(0, 2)",0.46855900000000006
"((1, 0, 0), (0, 0, 1), (-1, -1, 0))","(2, 2)",0.16451275949100003
"((1, 0, 0), (0, 0, 1), (-1, -1, 1))","(0, 1)",-0.2629
"((1, 0, 0), (0, 0, 1), (-1, 0, 0))","(2, 1)",0.04966109606015101
"((0, 1, -1), (1, 0, 1), (-1, -1, 1))","(1, 1)",0.34390000000000004
"((-1, 0, -1), (0, 1, 1), (0, 1, 0))","(0, 1)",0.7712320754503901
"((0, 0, 0), (-1, -1, 0), (0, 1, 1))","(2, 0)",0.9990449950492033
"((0, 1, -1), (1, 0, -1), (0, -1, 1))","(2, 0)",0.07916479811148161
"((0, 0, 0), (1, 0, -1), (0, -1, 1))","(0, 1)",0.01163035137411098
"((0, 1, -1), (1, 0, -1), (1, -1, 1))","(0, 0)",0.28476639500000006
"((0, 1, 0), (1, 0, -1), (0, -1, 1))","(0, 2)",0.0045000000000000005
"((-1, 1, 0), (-1, 1, 0), (1, 0, -1))","(0, 2)",0.7712320754503901
"((-1, 1, 0), (-1, 0, 0), (1, 0, 0))","(1, 1)",0.6281039633846465
"((-1, 1, 0), (-1, 1, 0), (1, 0, 0))","(2, 2)",-0.46855900000000006
"((-1, 1, 0), (0, 0, 0), (1, 0, 0))","(1, 0)",0.14633926836137276
"((0, 0, -1), (-1, 1, 0), (0, 1, 0))","(0, 1)",0.7458134171671
"((0, 0, 0), (-1, 1, 0), (0, 0, 0))","(2, 1)",0.41362859443742406
"((0, 0, 0), (-1, 1, 0), (0, 1, 0))","(0, 2)",-0.3985768286280089
"((-1, 1, -1), (0, 0, 0), (1, 1, -1))","(1, 0)",-0.271
"((-1, 0, 0), (0, 0, 0), (1, 1, -1))","(0, 1)",-0.46986525987988903
"((-1, 1, -1), (1, 0, 0), (1, 1, -1))","(1, 2)",0.68618940391
"((-1, 1, 0), (0, 0, 0), (1, 1, -1))","(0, 2)",-0.264439
"((-1, 0, 0), (0, 0, 0), (1, 1, 0))","(2, 2)",-0.4452975032437279
"((-1, 0, 1), (0, 1, 0), (0, 0, -1))","(2, 1)",0.23314985267580005
"((-1, 0, 1), (0, 0, 0), (0, 0, 0))","(1, 1)",0.2944686279973351
"((-1, 0, 1), (0, 1, 0), (0, 1, -1))","(1, 0)",-0.24463279
"((-1, 0, 1), (0, 1, 0), (0, 0, 0))","(2, 2)",-0.382338525478368
"((0, -1, 0), (1, 0, 0), (0, 1, 0))","(1, 2)",0.009881534760005084
"((0, -1, 0), (1, 0, -1), (1, -1, 1))","(0, 2)",-0.15193830481945914
"((0, 0, 0), (1, 0, -1), (0, -1, 1))","(2, 0)",0.0028471500000000005
"((0, -1, 1), (1, 0, -1), (1, -1, 1))","(0, 0)",-0.7458134171671
"((0, 0, 0), (1, 0, -1), (1, -1, 1))","(0, 1)",-0.937939852405437
"((-1, 1, 1), (0, 0, 1), (-1, 0, -1))","(1, 0)",-0.68618940391
"((-1, 1, 0), (0, 0, 1), (0, 0, -1))","(0, 2)",0.0
"((-1, 1, 1), (0, 0, 1), (0, 0, -1))","(2, 0)",0.6556860909132174
"((0, 1, 0), (0, 0, 1), (0, 0, -1))","(0, 0)",0.13410509239309326
"((-1, 0, -1), (0, 1, 1), (-1, 1, 0))","(1, 0)",0.19
"((0, 0, -1), (0, 1, 1), (-1, 1, 0))","(0, 0)",-0.5217031000000001
"((1, 0, 0), (1, -1, 0), (0, 0, -1))","(2, 0)",0.9749684449500675
"((0, -1, -1), (1, -1, 0), (0, 1, 1))","(1, 2)",-0.271
"((0, -1, 0), (1, -1, 0), (0, 1, 0))","(2, 2)",0.14346203659242615
"((0, -1, -1), (1, -1, 1), (0, 1, 1))","(0, 0)",0.46855900000000006
"((0, -1, 0), (1, -1, 0), (0, 1, 1))","(0, 2)",-0.7451708306614031
"((0, -1, 0), (1, 0, 0), (0, 1, 0))","(1, 1)",0.09078734741383598
"((1, 1, -1), (0, -1, -1), (1, 0, 0))","(1, 0)",0.9986899794913624
"((1, 1, -1), (0, 0, -1), (0, 0, 0))","(2, 0)",-0.3413871051855787
"((1, 1, -1), (0, 0, -1), (1, 0, 0))","(1, 1)",-0.1
"((1, 1, -1), (0, 0, 0), (0, 0, 0))","(1, 2)",0.11804446993272383
"((-1, 0, 1), (1, 0, -1), (1, -1, 0))","(1, 1)",0.9282102012308148
"((-1, 0, 1), (0, 0, -1), (1, 0, 0))","(1, 0)",0.41273903718201393
"((-1, 0, 1), (1, 0, -1), (1, 0, 0))","(2, 1)",-0.5033071931586747
"((0, 0, 1), (0, 0, -1), (1, 0, 0))","(0, 0)",-0.36406566332977136
"((1, 1, 0), (1, -1, 0), (-1, 0, -1))","(0, 2)",0.68618940391
"((1, 1, 0), (0, -1, 0), (-1, 0, 0))","(1, 0)",-0.39978855554736736
"((1, 1, 0), (1, -1, 0), (-1, 0, 0))","(2, 2)",-0.32797436486453657
"((1, 1, 0), (0, -1, 0), (0, 0, 0))","(2, 0)",-0.5668603489601228
"((-1, 0, 0), (1, -1, 0), (0, 1, 0))","(0, 2)",-0.5081577298724856
"((-1, 0, 1), (1, -1, 0), (0, 1, 0))","(1, 2)",0.251273329754357
"((-1, 1, 0), (1, 0, 0), (1, -1, -1))","(1, 2)",-0.6952247242830744
"((-1, 0, 0), (1, 0, 0), (1, 0, -1))","(0, 1)",-0.5966431019326192
"((-1, 1, 0), (1, 0, 0), (1, 0, -1))","(2, 1)",0.0565783788185609
"((1, 1, -1), (1, -1, -1), (0, 0, 0))","(2, 1)",-0.5695327900000001
"((1, 0, -1), (1, -1, 0), (0, 0, 0))","(0, 1)",-0.005865280058466343
"((1, 1, -1), (1, -1, -1), (0, 1, 0))","(2, 0)",0.5217031000000001
"((1, 0, -1), (1, 0, 0), (0, 0, 0))","(1, 1)",-0.036257011804728054
"((-1, 1, -1), (0, 1, 1), (-1, 0, 0))","(2, 1)",0.40951000000000004
"((-1, 1, 0), (0, 1, 0), (-1, 0, 0))","(1, 2)",-0.3379951
"((-1, 1, 0), (0, 1, 1), (-1, 0, 0))","(0, 2)",-0.19
"((1, -1, 1), (1, -1, -1), (-1, 1, 0))","(2, 2)",0.4999999999999998
"((1, 0, 1), (1, -1, -1), (-1, 0, 0))","(2, 1)",0.42979370473349643
"((1, 0, 0), (1, -1, 0), (-1, 0, 0))","(0, 2)",0.4050001552156511
"((1, 0, 1), (1, -1, -1), (-1, 1, 0))","(0, 1)",0.4999999999999998
"((1, 0, 1), (1, -1, 0), (-1, 0, 0))","(1, 2)",-0.7592760928879987
"((1, 0, 0), (1, -1, 0), (0, 0, 0))","(2, 0)",0.4183503355050659
"((-1, 0, -1), (1, 1, 0), (1, -1, 0))","(1, 2)",0.9999999999950124
"((-1, 0, 0), (1, 0, 0), (1, -1, 0))","(1, 1)",0.8999999964007157
"((-1, 0, 0), (1, 1, 0), (1, -1, 0))","(0, 2)",-0.9075489924225599
"((-1, 0, 0), (1, 0, 0), (1, 0, 0))","(2, 1)",-0.03770767256881447
"((-1, -1, 1), (-1, 1, 0), (0, 0, 1))","(2, 1)",-0.08460999999999999
"((-1, 0, 1), (-1, 0, 0), (0, 0, 1))","(1, 1)",0.10745022690000003
"((-1, 0, 1), (0, 0, 0), (0, 0, 0))","(2, 2)",0.30030038227226996
"((-1, -1, 1), (-1, 1, 0), (0, 1, 1))","(1, 2)",-0.271
"((-1, 0, 1), (-1, 1, 0), (0, 0, 1))","(0, 1)",-0.19
"((-1, 0, 1), (0, 0, 0), (0, 0, 1))","(1, 0)",-0.11073147653764678
"((-1, 0, 1), (-1, 1, -1), (0, 1, 0))","(2, 2)",-0.02330061910715689
"((-1, 0, 1), (0, 0, -1), (0, 1, 0))","(1, 1)",0.07659537994502644
"((-1, 0, 1), (0, 1, -1), (0, 1, 0))","(1, 0)",-0.176149
"((0, -1, 0), (-1, 0, 1), (1, -1, 1))","(0, 0)",-0.18312948426218117
"((0, -1, 0), (-1, 0, 0), (1, 0, 1))","(1, 2)",0.3786725983342402
"((0, -1, 0), (0, 0, 0), (0, 0, 1))","(2, 0)",0.8265554431011192
"((1, -1, 0), (-1, 0, 1), (1, -1, 1))","(1, 1)",0.901522909781639
"((0, -1, 0), (-1, 0, 1), (1, 0, 1))","(2, 1)",-0.17572412091035453
"((0, -1, 0), (0, 0, 0), (1, 0, 1))","(1, 0)",-0.7223433843172196
"((1, 0, 0), (-1, 0, -1), (0, 1, 0))","(0, 1)",-0.23750820000000003
"((0, 0, 0), (-1, 0, 0), (0, 1, 0))","(0, 0)",0.12025965665678909
"((1, 1, 0), (-1, 0, -1), (0, 1, 0))","(1, 1)",0.40951000000000004
"((1, 0, 0), (-1, 0, 0), (0, 1, 0))","(1, 2)",0.20030118953117165
"((-1, 1, 1), (0, 0, 0), (1, -1, -1))","(1, 1)",0.8649148282327008
"((-1, 1, 1), (0, 0, 0), (0, 0, -1))","(2, 0)",-0.306890167726303
"((-1, 1, 1), (0, 0, 0), (1, 0, -1))","(2, 1)",-0.06721574253070545
"((-1, 1, 1), (0, 0, 0), (0, 0, 0))","(2, 2)",0.2848886414393854
"((0, -1, 1), (1, -1, 1), (0, 0, -1))","(2, 1)",-0.9026527252446115
"((0, -1, 0), (1, -1, 1), (0, 0, 0))","(0, 2)",-0.44636239979109243
"((0, -1, 1), (1, -1, 1), (0, 1, -1))","(2, 0)",0.3587852317595
"((0, -1, 0), (-1, 1, 1), (-1, 0, 1))","(0, 0)",0.40951000000000004
"((0, -1, 0), (0, 0, 1), (-1, 0, 1))","(1, 1)",0.17398782108000002
"((0, 0, 0), (0, 0, 1), (-1, 0, 1))","(0, 1)",-0.42617180232450386
"((1, -1, 0), (-1, 0, 0), (0, 0, 1))","(1, 1)",0.9528987130275376
"((1, 0, 0), (-1, 1, -1), (0, 1, -1))","(0, 1)",0.5695327900000001
"((1, 0, 0), (-1, 1, -1), (0, 1, 0))","(2, 2)",-0.31285918
"((1, 0, 0), (-1, 1, 0), (0, 0, 0))","(1, 2)",-0.1677920882157126
"((-1, -1, 0), (1, 1, 0), (1, 0, -1))","(1, 2)",0.9999987489239286
"((0, 0, 0), (1, 0, 0), (1, 0, -1))","(0, 0)",-0.6443530557184964
"((-1, 1, -1), (-1, 0, 1), (0, 0, 1))","(2, 0)",0.14903803236277116
"((-1, 1, 0), (-1, 0, 0), (0, 0, 1))","(1, 2)",0.045584628751680276
"((-1, 1, -1), (-1, 0, 1), (1, 0, 1))","(2, 1)",0.4324574141163504
"((-1, 1, 0), (-1, 0, 1), (0, 0, 1))","(0, 2)",0.2861422650654931
"((-1, 1, 0), (0, 0, 0), (0, 0, 1))","(1, 0)",0.17210714265694413
"((1, 1, -1), (0, 0, -1), (-1, 1, 0))","(1, 1)",0.46855900000000006
"((1, 0, -1), (0, -1, 0), (1, 0, 0))","(1, 0)",0.9999999999991682
"((1, 0, -1), (0, 0, 0), (1, 0, 0))","(1, 1)",-0.20432110144165747
"((0, -1, 1), (0, -1, 1), (-1, 1, 0))","(2, 2)",0.5217031000000001
"((0, -1, 1), (0, -1, 1), (0, 0, 0))","(2, 1)",0.1673278965195175
"((0, 0, 0), (0, -1, 1), (0, 0, 0))","(0, 2)",0.3645502075754409
"((0, -1, 1), (0, -1, 1), (0, 1, 0))","(2, 0)",-0.2319632387731455
"((0, 0, 1), (0, -1, 1), (0, 0, 0))","(0, 1)",-0.791030936913535
"((-1, -1, 1), (1, 0, -1), (0, 1, 0))","(2, 2)",0.36170100990633675
"((-1, -1, 1), (1, 0, 0), (0, 0, 0))","(2, 1)",0.042174018598763734
"((-1, 0, 0), (1, 0, 0), (0, 0, 0))","(0, 2)",0.2449988972305891
"((-1, -1, 1), (1, 0, -1), (0, 1, 1))","(1, 1)",-0.46855900000000006
"((-1, -1, 1), (1, 0, 0), (0, 1, 0))","(1, 2)",0.09782539529962953
"((-1, 0, 1), (1, 0, 0), (0, 0, 0))","(0, 1)",0.13990385331287622
"((-1, 0, -1), (1, -1, 1), (0, 1, 0))","(2, 2)",-0.6513215599000001
"((0, 0, -1), (0, -1, 1), (0, 1, 0))","(1, 0)",-0.3815786705848688
"((-1, 0, -1), (1, -1, 1), (0, 1, 1))","(0, 1)",0.6125795110000001
"((0, 0, -1), (1, -1, 1), (0, 1, 0))","(0, 0)",0.39248161031229867
"((0, 0, 0), (0, -1, 1), (0, 1, 0))","(0, 2)",0.41381658030815144
"((1, -1, 1), (0, 0, 1), (0, -1, -1))","(1, 1)",-0.176149
"((0, 0, 1), (0, 0, 1), (0, -1, -1))","(0, 0)",-0.372792225067416
"((1, -1, 1), (0, 1, 1), (0, -1, -1))","(1, 0)",-0.40951000000000004
"((1, 0, 1), (0, 0, 1), (0, -1, -1))","(0, 1)",0.08741358900000001
"((0, 0, 1), (0, 0, 1), (0, 0, -1))","(2, 1)",0.2316263953680504
"((-1, 0, 0), (0, 1, 0), (-1, 1, 0))","(1, 2)",-0.130580821
"((-1, 0, 0), (0, 1, 1), (-1, 1, 0))","(0, 2)",-0.08460999999999999
"((-1, 1, -1), (0, 1, 1), (0, -1, 0))","(1, 0)",0.6513215599000001
"((-1, 1, -1), (0, 1, 1), (0, 0, 0))","(2, 1)",-0.33661
"((-1, -1, 0), (1, 1, 0), (0, -1, 1))","(2, 0)",0.01709987765595873
"((0, -1, 0), (1, 1, 0), (0, -1, 0))","(2, 2)",0.157734675256019
"((-1, -1, 0), (1, 1, 0), (1, -1, 1))","(0, 2)",0.9282102012308148
"((0, -1, 0), (1, 1, 0), (0, -1, 1))","(0, 0)",-0.09187394744172589
"((1, 1, 0), (1, 0, -1), (-1, 1, -1))","(0, 2)",0.34390000000000004
"((1, 0, -1), (0, 1, -1), (-1, 1, 0))","(2, 2)",0.5695327900000001
"((0, 0, -1), (0, 1, -1), (0, 1, 0))","(0, 0)",0.031761000000000005
"((0, 0, -1), (0, 1, 0), (0, 0, 0))","(2, 1)",0.3552379817756511
"((1, 0, -1), (0, 1, -1), (0, 1, 0))","(2, 0)",-0.271
"((-1, -1, 1), (-1, 0, 0), (1, 1, 0))","(2, 2)",0.717570463519
"((-1, -1, 1), (0, 0, 0), (0, 1, 0))","(2, 0)",0.05756031000000001
"((-1, -1, 1), (0, 0, 0), (1, 1, 0))","(1, 0)",-0.271
"((-1, 0, 1), (0, 0, 0), (0, 1, 0))","(0, 1)",0.01680006035328979
"((0, -1, -1), (1, 0, -1), (1, 0, 1))","(0, 0)",0.7941088679053511
"((0, -1, -1), (0, 0, 0), (1, 0, 1))","(1, 0)",-0.3465120335555826
"((0, 0, -1), (0, 0, 0), (0, 0, 1))","(2, 0)",0.8458374342296022
"((0, -1, -1), (1, 0, 0), (1, 0, 1))","(1, 2)",-0.6513215599000001
"((0, 0, -1), (0, 0, 0), (1, 0, 1))","(0, 1)",-0.7217323942454706
"((1, -1, 1), (0, -1, 0), (0, 0, 0))","(2, 2)",-0.9291146361171764
"((1, -1, 1), (0, 0, 0), (0, 0, 0))","(1, 1)",0.6450673038473868
"((-1, 1, 1), (0, 0, 0), (0, 0, -1))","(2, 1)",-0.7289088448166057
"((0, 1, 0), (0, 0, 0), (0, 0, -1))","(0, 2)",0.7614437576690345
"((0, 1, 1), (0, 0, 0), (0, 0, -1))","(0, 0)",-0.2148317231176456
"((0, -1, 1), (0, -1, -1), (1, 1, 0))","(0, 0)",-0.44846747958068844
"((0, 0, 0), (0, -1, -1), (1, 1, 0))","(0, 2)",-0.33013214059648643
