State,Action,Value
"((1, 1, 0), (0, 0, 0), (-1, -1, 1))","(1, 2)",-0.19
"((0, 1, 0), (0, 0, 0), (-1, 0, 1))","(2, 1)",0.004424126849190003
"((0, 1, -1), (0, -1, 1), (0, 1, -1))","(1, 0)",-0.68618940391
"((0, 0, -1), (0, 0, 1), (0, 1, -1))","(0, 1)",-0.02065394210330607
"((0, 1, -1), (1, -1, 1), (0, 1, -1))","(0, 0)",0.6125795110000001
"((0, -1, -1), (0, 1, 1), (-1, 1, 0))","(0, 0)",0.3211338046382257
"((0, -1, -1), (0, 1, 1), (0, 1, 0))","(2, 0)",-0.16327017900000002
"((0, 0, 1), (0, -1, -1), (0, 1, 0))","(0, 0)",-0.7042576213581794
"((0, 0, 0), (-1, 1, -1), (1, 1, -1))","(0, 0)",-0.46855900000000006
"((0, 0, 0), (-1, 1, -1), (0, 1, 0))","(2, 0)",0.08209917900000002
"((1, 0, 0), (-1, 1, -1), (1, 1, -1))","(0, 2)",0.7458134171671
"((0, 0, 0), (-1, 1, 0), (0, 1, 0))","(1, 2)",-0.26844981147208546
"((1, 0, 0), (1, 1, 0), (0, -1, -1))","(2, 0)",0.9528987130275376
"((0, 1, 0), (-1, 0, 0), (-1, 1, 0))","(1, 1)",0.9528987130275376
"((1, 0, -1), (0, 0, 1), (-1, -1, 1))","(1, 1)",0.5695327900000001
"((1, 0, -1), (0, 0, 0), (-1, 0, 1))","(1, 2)",-0.1716913909
"((1, 0, -1), (0, 0, 1), (-1, 0, 1))","(2, 1)",-0.09
"((0, 1, 0), (1, -1, -1), (-1, 1, 0))","(0, 2)",0.2644634299771227
"((0, 1, 0), (0, -1, 0), (-1, 1, 0))","(1, 0)",-0.4087164244419232
"((0, 1, 1), (1, -1, -1), (-1, 1, 0))","(0, 0)",0.42495268235150047
"((0, 1, 0), (1, -1, 0), (-1, 1, 0))","(1, 2)",0.0397848990557408
"((-1, 0, 1), (1, 1, 0), (0, -1, -1))","(2, 0)",0.46855900000000006
"((-1, 0, 1), (1, 0, 0), (0, 0, -1))","(1, 1)",0.2247834315339359
"((-1, 0, 1), (1, 1, 0), (0, 0, -1))","(2, 1)",-0.38699624413869993
"((0, 0, 0), (-1, 1, 0), (0, 1, -1))","(0, 0)",0.16760593617614983
"((1, 0, 0), (-1, 1, 0), (0, 1, -1))","(1, 2)",-0.11605795110000003
"((0, 0, 0), (0, 1, 0), (1, -1, -1))","(0, 0)",0.5800253239740708
"((1, -1, -1), (0, 1, 1), (0, -1, 0))","(2, 0)",0.12967107410077336
"((1, -1, 0), (0, 1, 1), (0, -1, 0))","(0, 2)",-0.22663621
"((0, 1, -1), (-1, 1, 0), (1, 0, -1))","(2, 1)",0.901522909781639
"((0, 1, -1), (-1, 1, 0), (1, 0, 0))","(2, 2)",-0.47079323171272747
"((0, 1, 0), (-1, 0, 0), (1, 0, 0))","(0, 2)",0.11080980901587416
"((0, 0, 1), (1, 0, -1), (1, -1, -1))","(0, 0)",0.271
"((0, 0, 1), (1, 0, -1), (0, -1, 0))","(2, 0)",0.35439017315334287
"((0, 0, 1), (1, 0, 0), (0, -1, 0))","(1, 2)",-0.017408510789351395
"((-1, 0, 0), (0, 1, 1), (0, -1, 0))","(1, 0)",0.5695327900000001
"((1, -1, 0), (0, 1, 1), (-1, 0, 0))","(1, 0)",-0.10069150662855
"((0, 1, 1), (1, -1, -1), (0, -1, 0))","(2, 0)",0.24064784792705407
"((0, 0, 1), (1, -1, 0), (0, -1, 0))","(0, 1)",0.4565734313611109
"((0, 1, 1), (1, -1, 0), (0, -1, 0))","(1, 2)",-0.28549348928626195
"((0, 0, 1), (1, 0, 0), (0, -1, 0))","(1, 1)",0.47104878638122955
"((0, 0, -1), (0, -1, 1), (0, 1, 0))","(0, 1)",-0.15170162433736745
"((0, 1, -1), (0, -1, 1), (0, 1, 0))","(2, 2)",0.5903467295717268
"((0, 0, 0), (1, -1, 0), (-1, 0, 1))","(1, 2)",-0.8403768234549893
"((0, 0, 0), (1, -1, 1), (-1, 0, 1))","(0, 2)",0.9999973843107253
"((0, 1, 1), (-1, 0, -1), (0, 1, -1))","(0, 0)",0.34390000000000004
"((0, 1, 0), (-1, 0, -1), (0, 1, 0))","(0, 2)",-0.1380617389
"((0, 1, 1), (-1, 0, -1), (0, 1, 0))","(2, 2)",-0.25437784401
"((1, 1, -1), (1, 0, -1), (0, -1, 0))","(2, 0)",0.46855900000000006
"((1, 1, -1), (1, 0, 0), (0, -1, 0))","(1, 2)",-0.24904900000000002
"((0, 1, 1), (0, -1, -1), (1, 0, -1))","(1, 0)",-0.25321969
"((0, 1, 0), (0, -1, 0), (1, 0, -1))","(0, 2)",-0.19673453677355063
"((0, 1, 1), (1, -1, -1), (1, 0, -1))","(2, 1)",-0.6125795110000001
"((0, 0, 0), (-1, 0, 1), (1, 0, -1))","(0, 0)",0.10569895859519925
"((0, 0, 0), (0, 0, 0), (1, 0, -1))","(1, 2)",0.5437595492230672
"((1, 1, 0), (-1, 0, 1), (1, -1, -1))","(1, 1)",-0.5217031000000001
"((0, 0, 0), (0, 0, 1), (1, 0, -1))","(1, 0)",0.3452172620668288
"((-1, 1, -1), (0, 0, 1), (1, 0, -1))","(1, 1)",0.6199732044454475
"((-1, 1, -1), (0, 1, 1), (1, 0, -1))","(1, 0)",-0.9992264459898547
"((-1, 1, 0), (0, 0, 1), (1, 0, -1))","(0, 2)",-0.13802729791421084
"((1, -1, 0), (-1, 0, 0), (1, 0, 1))","(1, 1)",-0.892808417973471
"((0, 1, 0), (-1, 0, 0), (1, -1, 0))","(1, 1)",0.32110488754635824
"((0, 1, 0), (-1, 1, 0), (1, -1, 0))","(0, 2)",0.4236401213936039
"((0, 1, 0), (0, 0, 0), (1, -1, 0))","(1, 0)",-0.1716781908642796
"((-1, 0, 1), (1, 0, 1), (-1, -1, 0))","(1, 1)",0.34390000000000004
"((-1, 0, 1), (0, 0, 1), (-1, 0, 0))","(1, 0)",0.025200000000000004
"((0, 0, -1), (0, 0, -1), (1, 1, 0))","(0, 0)",0.07265790000000001
"((1, 0, -1), (0, 1, 0), (0, 0, -1))","(0, 1)",-0.9552480344729879
"((1, 1, -1), (0, 1, 0), (0, 0, -1))","(1, 0)",-0.22428534008661355
"((1, 0, 0), (0, 1, 0), (0, 0, -1))","(0, 2)",0.434188261718846
"((0, 1, 1), (-1, 0, 1), (0, -1, -1))","(1, 1)",-0.07085540613328789
"((0, 0, 1), (0, 0, 0), (0, -1, 0))","(0, 1)",0.45993418364296296
"((0, 1, 1), (0, 0, 1), (0, -1, -1))","(1, 0)",0.003969323321273921
"((0, 0, 1), (0, -1, -1), (1, -1, 1))","(1, 0)",-0.6631289918784469
"((0, 0, 0), (0, -1, 0), (1, -1, 1))","(0, 2)",-0.8643689298817937
"((0, 0, 0), (0, -1, 0), (1, 0, 1))","(2, 1)",0.40500162321433
"((-1, 1, -1), (-1, 0, 0), (1, 1, 0))","(1, 2)",0.11337277599000004
"((-1, 1, -1), (-1, 0, 1), (1, 1, 0))","(2, 2)",-0.5217031000000001
"((-1, 1, 0), (-1, 0, 0), (1, 1, 0))","(0, 2)",-0.34317100000000006
"((-1, -1, 0), (-1, 1, 1), (1, 0, 0))","(2, 2)",-0.1098477090218361
"((-1, 0, 1), (-1, 1, 0), (0, 0, 0))","(0, 1)",-0.28957960229329
"((-1, 1, 1), (-1, 1, 0), (0, 0, 0))","(2, 0)",0.5695327900000001
"((-1, 0, 1), (0, 1, 0), (0, 0, 0))","(1, 0)",-0.2709918885911661
"((1, 0, 1), (1, -1, -1), (0, -1, 0))","(2, 2)",-0.31404672100000003
"((1, 0, 0), (1, 0, -1), (0, -1, 0))","(0, 2)",0.009000000000000001
"((1, 0, 1), (1, 0, -1), (0, -1, 0))","(1, 1)",-0.08460999999999999
"((0, 1, 1), (0, 0, -1), (1, -1, -1))","(1, 1)",0.46855900000000006
"((0, 1, 1), (0, 0, 0), (1, -1, -1))","(1, 2)",-0.2807559
"((1, 0, 0), (0, 0, -1), (1, 0, -1))","(1, 0)",0.9998566588802033
"((1, 0, 0), (0, 0, -1), (1, 0, 0))","(2, 2)",-0.705837934065369
"((1, 0, 1), (-1, -1, 1), (0, 0, -1))","(0, 1)",0.9972610725500467
"((1, 0, 1), (-1, 0, 0), (0, 0, -1))","(1, 2)",0.21001431372392046
"((1, 0, 1), (-1, 0, 1), (0, 0, -1))","(1, 1)",-0.11204597682405007
"((1, 0, 1), (-1, 0, 0), (0, 0, 0))","(2, 2)",-0.4770973764627475
"((1, 0, 0), (0, -1, 0), (-1, 1, 0))","(1, 0)",-0.7862914459258172
"((1, 0, 0), (1, -1, 0), (-1, 1, 0))","(1, 2)",0.44387707400960563
"((1, 0, 0), (0, 0, 0), (-1, 1, 0))","(1, 1)",0.515978511538034
"((1, -1, 0), (0, -1, 1), (1, 0, -1))","(1, 0)",0.9576088417247839
"((-1, 0, -1), (1, 0, 0), (1, -1, 1))","(1, 2)",-0.46223186670206967
"((-1, 0, -1), (1, 0, 1), (1, -1, 1))","(0, 1)",0.911370618803475
"((-1, 0, -1), (1, 0, 0), (1, 0, 1))","(2, 1)",0.21861973099437276
"((0, 1, 0), (0, -1, -1), (-1, 1, 1))","(0, 2)",-0.46055852170681977
"((0, 0, 0), (0, -1, -1), (0, 1, 1))","(0, 1)",-0.1851076411913154
"((0, 1, 1), (0, -1, -1), (-1, 1, 1))","(0, 0)",0.46011677846156374
"((0, 0, 1), (0, -1, 1), (0, -1, 0))","(2, 2)",0.992144832788721
"((0, 0, 1), (-1, 0, -1), (1, 1, -1))","(0, 0)",-0.004477576330273597
"((0, 0, 1), (-1, 0, -1), (0, 1, 0))","(2, 0)",-0.04053968999999997
"((1, 0, 1), (-1, 0, -1), (1, 1, -1))","(0, 1)",-0.5695327900000001
"((0, 0, 1), (-1, 0, -1), (1, 1, 0))","(2, 2)",-0.176149
"((-1, -1, 1), (-1, 0, 0), (1, 0, 1))","(1, 2)",0.5217031000000001
"((-1, 0, 1), (-1, 0, 0), (1, 0, 0))","(2, 2)",0.5536124155414193
"((-1, 0, 1), (-1, 0, 0), (1, 0, 1))","(0, 1)",-0.6125795110000001
"((1, 1, 0), (1, -1, 0), (0, -1, -1))","(1, 2)",0.004099104651166613
"((0, 1, 0), (1, 0, 0), (0, -1, -1))","(0, 0)",-0.6138859424225573
"((1, 1, 0), (1, -1, 1), (0, -1, -1))","(0, 2)",-0.68618940391
"((1, 1, 0), (1, 0, 0), (0, -1, -1))","(1, 1)",-0.14849566370030398
"((-1, 0, 1), (1, -1, 0), (0, 1, 0))","(2, 2)",0.8649148282327008
"((0, -1, 0), (1, 0, -1), (-1, 1, 1))","(0, 0)",0.28568793646229623
"((0, 0, 0), (1, 0, -1), (-1, 0, 1))","(2, 1)",0.27042927583747994
"((0, 0, 0), (1, 0, -1), (-1, 1, 1))","(0, 1)",0.150921068004225
"((0, 0, 0), (1, 0, -1), (0, 0, 1))","(2, 0)",0.3070440714434622
"((0, 1, -1), (-1, 1, 1), (0, -1, 0))","(0, 0)",0.2322606348452952
"((1, 1, -1), (-1, 1, 1), (0, -1, 0))","(2, 2)",0.407348990557408
"((0, 1, -1), (-1, 1, 1), (0, 0, 0))","(2, 1)",0.449764857558808
"((0, 1, -1), (0, 0, 1), (1, -1, -1))","(1, 1)",0.4475766892970544
"((0, 0, -1), (0, 0, 1), (1, -1, 0))","(0, 1)",0.058480307513233215
"((0, 1, -1), (0, 1, 1), (1, -1, -1))","(0, 0)",-0.9999998891179019
"((0, 1, -1), (0, 0, 1), (1, -1, 0))","(2, 2)",-0.037330730100000035
"((0, 0, 0), (0, 0, 1), (1, -1, 0))","(0, 2)",-0.005839787187300577
"((0, 0, -1), (0, 0, 0), (1, 1, -1))","(0, 0)",-0.21043429898830227
"((0, 0, -1), (0, 0, 0), (1, 1, 0))","(2, 2)",0.6083821668252833
"((0, 0, 1), (1, 1, -1), (0, -1, -1))","(0, 1)",0.05925389084690676
"((0, 0, 1), (1, 0, 0), (0, -1, -1))","(1, 1)",-0.1941307389
"((0, 1, 1), (1, 1, -1), (0, -1, -1))","(2, 0)",0.7941088679053511
"((0, 0, 1), (1, 1, 0), (0, -1, -1))","(1, 2)",0.05505327900000001
"((0, 0, 1), (1, 0, 0), (0, 0, -1))","(2, 1)",0.17771109901104998
"((1, 0, 1), (-1, 0, -1), (1, 0, -1))","(2, 1)",-0.2948176976581
"((1, 0, 1), (-1, 0, 0), (1, 0, -1))","(1, 2)",-0.7839689467880455
"((1, 0, -1), (-1, 1, 0), (0, 1, -1))","(0, 1)",0.717570463519
"((1, 0, -1), (0, 0, 0), (0, 1, -1))","(1, 1)",-0.24891641510317047
"((1, 0, -1), (0, 1, 0), (0, 1, -1))","(1, 0)",-0.44459963447500006
"((-1, 1, 1), (0, 0, 0), (0, 0, -1))","(1, 2)",-0.5337722944023395
"((0, 0, -1), (1, 1, 0), (0, 0, -1))","(0, 1)",0.07265790000000001
"((0, 1, -1), (0, 0, 1), (-1, 1, -1))","(1, 1)",0.40951000000000004
"((0, 1, 0), (0, 0, 1), (-1, 1, -1))","(0, 2)",-0.19501456501
"((-1, 0, 1), (-1, 1, -1), (0, 1, 0))","(0, 1)",0.19
"((-1, 0, 0), (0, 1, -1), (0, 1, 0))","(0, 2)",0.07581461893634356
"((0, 1, 1), (-1, 0, 0), (1, -1, -1))","(1, 2)",0.45182516686156005
"((0, 1, 0), (-1, 0, 0), (1, -1, 0))","(0, 2)",0.6553999804221772
"((0, 1, 1), (-1, 0, 0), (1, -1, 0))","(2, 2)",-0.9466123893073184
"((0, 0, 0), (1, 1, -1), (-1, 0, 0))","(0, 2)",0.31478042836031866
"((0, 0, 1), (1, 1, -1), (-1, 0, 0))","(0, 1)",0.03206065500000001
"((-1, -1, 1), (1, 0, 1), (-1, 0, 0))","(2, 2)",0.271
"((0, 0, 1), (-1, 1, -1), (0, -1, 1))","(2, 0)",0.40951000000000004
"((0, 0, 0), (0, 1, -1), (0, -1, 1))","(0, 2)",0.09221236725359433
"((0, 0, 1), (0, 1, -1), (0, -1, 1))","(1, 0)",-0.4626541
"((0, 0, 0), (0, 1, 0), (0, -1, 1))","(1, 2)",-0.05380887883618467
"((1, 0, 0), (-1, 1, -1), (1, -1, 0))","(2, 2)",0.9774716004550608
"((1, 0, 0), (0, 0, -1), (1, -1, 0))","(1, 1)",0.3230407914291016
"((1, 0, 0), (0, 1, -1), (1, -1, 0))","(1, 0)",-0.51048379
"((1, 0, 0), (0, 0, 0), (1, -1, 0))","(1, 2)",-0.6406601587392972
"((1, 0, 0), (-1, 0, 0), (1, 0, -1))","(1, 1)",0.3990468053114971
"((1, 0, 0), (-1, 1, 0), (1, 0, -1))","(1, 2)",-0.219195721
"((0, -1, 0), (1, -1, 0), (0, 0, 1))","(2, 1)",0.4169989457919667
"((0, 1, -1), (0, 1, 1), (-1, -1, 0))","(1, 0)",0.7712320754503901
"((0, 0, -1), (0, 1, 1), (-1, 0, 0))","(0, 1)",0.08437315599000002
"((0, 1, -1), (0, 1, 1), (-1, 0, 0))","(2, 1)",-0.1621944849692647
"((0, 0, 0), (0, -1, 0), (1, -1, 1))","(1, 0)",-0.8485721444715397
"((0, 0, 0), (0, 0, 0), (1, -1, 1))","(1, 1)",0.6095682703532536
"((0, 1, 1), (0, 0, -1), (1, -1, -1))","(0, 0)",0.717570463519
"((0, 1, 1), (0, 0, -1), (1, -1, 0))","(2, 2)",-0.47396105110000003
"((0, 1, 0), (0, 0, -1), (1, 0, 0))","(2, 1)",0.024881706215300753
"((0, 0, 0), (1, 1, 0), (0, -1, -1))","(0, 0)",-0.170415932419
"((0, 1, 0), (0, -1, 0), (0, 1, -1))","(0, 0)",-0.23599527520710908
"((-1, 1, -1), (0, 0, 0), (1, -1, 1))","(1, 1)",0.4453876469496401
"((0, 1, -1), (0, 0, 0), (1, -1, 1))","(0, 0)",0.42548638009602824
"((-1, 0, 1), (1, 0, -1), (-1, 1, 0))","(2, 2)",0.13157308378091512
"((-1, 0, 1), (1, 0, 0), (-1, 0, 0))","(2, 1)",0.012702954623935503
"((-1, 0, 1), (1, 0, 0), (-1, 1, 0))","(1, 2)",0.14040508121900463
"((-1, 1, -1), (-1, 0, 0), (1, 0, 1))","(1, 2)",0.5101513819532494
"((-1, 0, -1), (0, 0, 0), (1, 0, 1))","(0, 1)",0.3725732383287387
"((-1, 1, -1), (-1, 0, 1), (1, 0, 1))","(1, 1)",-0.7458134171671
"((1, 0, 1), (-1, 0, 0), (-1, 0, 0))","(0, 1)",0.9988209815422262
"((0, 1, 1), (0, -1, 0), (1, -1, -1))","(0, 0)",0.9999924982764239
"((0, 1, 1), (0, -1, 0), (1, -1, 0))","(2, 2)",-0.859899641345854
"((0, 1, -1), (0, 0, 1), (0, 0, -1))","(1, 1)",0.32516340487993567
"((0, 1, -1), (0, 1, 1), (0, 0, -1))","(2, 0)",-0.4214095824549611
"((0, -1, 1), (1, -1, 0), (1, 0, 0))","(0, 0)",0.8922156021848029
"((0, -1, 0), (1, 0, 0), (1, 0, 0))","(1, 1)",-0.10019995219882968
"((-1, 1, 0), (1, -1, 0), (0, 0, 0))","(2, 0)",-0.8694807578149715
"((-1, 1, 0), (1, -1, 0), (1, 0, 0))","(2, 2)",0.9999999999999996
"((0, 1, 0), (1, -1, 0), (0, 0, 0))","(0, 0)",0.4176167135133689
"((-1, 1, 0), (0, 1, -1), (0, -1, 1))","(0, 2)",0.35627784150448516
"((0, 0, 0), (0, 1, -1), (0, -1, 1))","(0, 1)",0.04813877363102551
"((-1, 1, 1), (0, 1, -1), (0, -1, 1))","(1, 0)",-0.40951000000000004
"((0, 1, 0), (0, 1, -1), (0, -1, 1))","(0, 0)",0.10438431018430502
"((0, 0, 0), (0, 1, -1), (0, 0, 1))","(2, 1)",-0.26461607654068187
"((-1, 0, 1), (0, 1, 0), (-1, -1, 1))","(1, 2)",0.34390000000000004
"((0, 0, 1), (0, 1, 0), (-1, -1, 1))","(0, 0)",-0.271
"((0, -1, 0), (0, 1, 1), (1, -1, -1))","(1, 0)",0.46855900000000006
"((0, -1, 0), (0, 1, 1), (1, 0, -1))","(2, 1)",-0.8484308710328718
"((0, -1, 1), (0, 0, 0), (1, -1, 0))","(0, 0)",-0.22112230098609997
"((1, -1, 1), (0, 0, 0), (1, -1, 0))","(1, 2)",-0.3729114289
"((1, 0, 1), (-1, -1, 0), (0, -1, 1))","(0, 1)",0.717570463519
"((1, 0, 0), (-1, 0, 0), (0, -1, 1))","(0, 2)",0.19043645147100005
"((1, 0, 1), (-1, 0, 0), (0, -1, 1))","(1, 1)",-0.2691185171767299
"((0, 1, -1), (-1, 0, 0), (0, 1, 1))","(2, 0)",-0.10134634828329
"((1, -1, 0), (0, -1, -1), (1, 0, 1))","(1, 0)",0.8905810108684877
"((1, -1, 0), (0, 0, -1), (1, 0, 1))","(1, 1)",-0.68618940391
"((1, 0, 1), (-1, 0, -1), (0, 1, -1))","(1, 1)",0.3219443403156778
"((1, 0, 1), (-1, 1, -1), (0, 1, -1))","(0, 1)",-0.68618940391
"((1, 0, 0), (0, 0, 0), (0, 1, -1))","(1, 2)",0.11840441016458703
"((0, 0, -1), (-1, -1, 1), (1, 1, 0))","(0, 0)",0.18761460811771705
"((0, 0, -1), (0, -1, 1), (0, 1, 0))","(2, 0)",0.4167427397564602
"((0, 0, -1), (0, -1, 1), (1, 1, 0))","(1, 0)",-0.1820067721676918
"((0, 1, 1), (0, 0, 0), (0, -1, 0))","(1, 2)",-0.4109284459788265
"((0, 0, 0), (1, 0, 1), (0, -1, -1))","(0, 2)",-0.271
"((-1, 0, 1), (1, 0, 1), (1, -1, -1))","(0, 1)",-0.34390000000000004
"((0, 0, 1), (1, 0, 1), (0, -1, -1))","(0, 0)",0.07731621000000002
"((0, 0, 0), (1, 0, 1), (0, 0, -1))","(2, 1)",-0.022059424559201582
"((1, -1, 1), (0, 0, 0), (0, -1, 1))","(1, 0)",-0.10641865828328999
"((1, 0, -1), (0, -1, 0), (1, -1, 1))","(0, 1)",0.5077769412541145
"((0, 0, 0), (0, -1, 0), (1, -1, 1))","(0, 0)",-0.9062974385570092
"((1, 0, 0), (0, -1, 0), (1, -1, 1))","(0, 2)",-0.30676740452207285
"((1, 1, 0), (-1, -1, 1), (0, 0, -1))","(2, 1)",0.09584356611276532
"((1, 1, 0), (-1, -1, 1), (0, 1, -1))","(2, 0)",-0.5217031000000001
"((0, 1, -1), (1, 1, 0), (-1, 0, -1))","(0, 0)",-0.34390000000000004
"((0, 1, 0), (0, 1, 0), (-1, 0, -1))","(1, 0)",-0.3449890345830282
"((0, 1, 0), (1, 1, 0), (-1, 0, -1))","(0, 2)",-0.3951079489
"((-1, 1, -1), (0, 1, 1), (0, -1, 0))","(2, 0)",0.14518716774949686
"((-1, 0, -1), (0, 1, 1), (0, 0, 0))","(0, 1)",0.12646274365420615
"((-1, 1, -1), (0, 1, 1), (1, -1, 0))","(2, 2)",-0.8784233454094308
"((-1, 1, -1), (-1, 1, 0), (0, 0, 1))","(2, 0)",0.16858546848200323
"((-1, 1, 0), (-1, 1, 0), (0, 0, 0))","(2, 2)",0.05363100000000001
"((-1, 1, 0), (-1, 1, 0), (0, 0, 1))","(0, 2)",-0.05723074652499999
"((0, 0, -1), (1, -1, 1), (0, 0, 0))","(2, 0)",-0.7531537253354827
"((1, 0, -1), (-1, 1, 1), (0, -1, 0))","(0, 1)",0.050783850000000005
"((-1, 0, 1), (0, 0, 0), (-1, 0, 1))","(1, 1)",-0.14192479
"((-1, 0, 1), (0, 1, 0), (-1, 0, 1))","(0, 1)",-0.0745245
"((0, 0, 1), (0, 0, 0), (-1, 0, 1))","(0, 0)",-0.2406909416075644
"((0, -1, -1), (0, 1, 1), (0, 0, 0))","(2, 0)",-0.12375956989504369
"((0, -1, 0), (0, 1, 0), (0, 0, 0))","(1, 2)",0.30048711854016286
"((1, 0, 0), (-1, -1, 1), (1, -1, 0))","(0, 2)",-0.4039067585508322
"((1, 0, 0), (-1, -1, 1), (1, 0, 0))","(2, 1)",0.4500000000005156
"((1, -1, 0), (0, 1, -1), (-1, 1, 0))","(2, 2)",0.46855900000000006
"((0, -1, 0), (0, 1, -1), (0, 1, 0))","(0, 0)",0.117097632225232
"((1, -1, 0), (0, 1, -1), (0, 1, 0))","(2, 0)",-0.08145000000000001
"((1, -1, 0), (0, -1, 1), (0, 1, -1))","(0, 2)",0.2846765730866448
"((1, -1, 0), (0, -1, 1), (0, 1, 0))","(2, 2)",0.44969607611245516
"((1, 0, 1), (1, 0, -1), (-1, -1, 0))","(0, 1)",0.40951000000000004
"((1, 0, 1), (1, 0, 0), (-1, -1, 0))","(1, 2)",-0.1706093646481
"((0, 1, 1), (1, -1, 0), (-1, 0, -1))","(2, 1)",-0.184595663700304
"((0, 1, 1), (1, -1, 0), (-1, 1, -1))","(1, 2)",-0.6125795110000001
"((1, 1, 0), (1, -1, 0), (-1, 0, -1))","(1, 2)",-0.40951000000000004
"((-1, 1, 0), (0, -1, 0), (1, -1, 1))","(1, 2)",0.45000221279402125
"((-1, 1, 0), (0, 0, 0), (0, -1, 1))","(2, 0)",0.2149484657254205
"((-1, 1, 0), (0, 0, 0), (1, -1, 1))","(1, 1)",0.4255321458793388
"((0, 0, 0), (1, -1, 1), (1, -1, -1))","(0, 0)",0.9202335569231275
"((0, 0, 0), (1, -1, 0), (1, -1, 0))","(1, 2)",0.05511376563892513
"((0, 0, 0), (1, -1, 1), (1, -1, 0))","(2, 2)",-0.14703457543711101
"((0, 0, 0), (1, 0, 0), (1, -1, 0))","(1, 1)",-0.6910284915616397
"((-1, 1, 1), (1, 0, 0), (0, -1, -1))","(1, 2)",-0.40951000000000004
"((-1, 1, 1), (1, 0, 1), (0, -1, -1))","(2, 0)",0.6513215599000001
"((-1, 1, 1), (1, 0, 0), (0, 0, -1))","(2, 1)",0.373261418858599
"((-1, 0, -1), (-1, 1, 1), (0, 0, 1))","(2, 1)",-0.34390000000000004
"((0, 0, -1), (-1, 1, 1), (0, 0, 0))","(2, 2)",-0.05018528354478492
"((-1, 0, -1), (-1, 1, 1), (0, 1, 1))","(2, 0)",0.5695327900000001
"((0, 0, -1), (-1, 1, 1), (0, 0, 1))","(0, 0)",0.41687732499885627
"((1, 0, -1), (0, -1, 1), (1, 1, -1))","(0, 1)",-0.997534965295042
"((1, 0, 0), (0, -1, 0), (1, 1, -1))","(0, 2)",-0.9027004925959309
"((0, 0, 1), (1, 1, -1), (-1, -1, 0))","(0, 0)",-0.40951000000000004
"((0, 0, 1), (1, 1, -1), (-1, 0, 0))","(2, 1)",0.38142882668068634
"((0, -1, -1), (1, 1, 0), (-1, 0, 1))","(0, 0)",0.40951000000000004
"((0, -1, -1), (1, 1, 0), (0, 0, 0))","(2, 2)",0.009000000000000001
"((0, -1, -1), (1, 1, 0), (0, 0, 1))","(2, 0)",-0.1
"((0, -1, 0), (0, 0, 1), (-1, 0, 1))","(0, 2)",0.9353891811077333
"((-1, -1, 1), (0, -1, 0), (1, 1, 0))","(1, 0)",-0.38221938752695483
"((-1, -1, 1), (0, 0, 0), (1, 0, 0))","(2, 1)",0.4401389481571327
"((-1, -1, 1), (1, -1, 0), (1, 1, 0))","(1, 2)",-0.8905810108684877
"((-1, -1, 1), (0, 0, 0), (1, 1, 0))","(1, 1)",-0.22907165539045546
"((0, -1, -1), (1, 0, 0), (-1, 1, 1))","(0, 0)",-0.2902084888763965
"((0, -1, -1), (1, 0, 0), (0, 0, 1))","(2, 1)",-0.03208584960899999
"((1, -1, -1), (1, 0, 0), (-1, 1, 1))","(1, 1)",0.5695327900000001
"((0, -1, -1), (1, 0, 0), (0, 1, 1))","(2, 0)",0.11983280220000003
"((0, 0, -1), (1, 0, 0), (0, 0, 1))","(0, 1)",0.16794431010693905
"((0, 0, 0), (0, 1, 0), (0, 1, -1))","(1, 2)",-0.7634015342538272
"((0, -1, 1), (1, 0, 0), (1, -1, -1))","(1, 1)",0.5217031000000001
"((0, -1, 1), (1, 0, 0), (0, 0, -1))","(2, 0)",0.23141149215868806
"((0, -1, 1), (1, 0, 0), (1, 0, -1))","(2, 1)",-0.95550276319942
"((-1, -1, 0), (1, 0, 1), (-1, 0, 1))","(0, 2)",0.271
"((0, -1, 0), (1, 0, 1), (-1, 0, 1))","(0, 0)",-0.115190821
"((0, 0, 0), (1, 0, 1), (-1, 0, 0))","(0, 1)",-0.4056410480582018
"((-1, 0, -1), (1, -1, 1), (1, -1, 1))","(0, 1)",0.49998804737050057
"((0, 0, -1), (1, -1, 1), (1, -1, 1))","(0, 0)",0.46011677846156374
"((0, 0, -1), (1, 0, 1), (0, -1, 1))","(1, 1)",0.0171
"((0, -1, 0), (1, 1, -1), (0, -1, 1))","(2, 0)",0.3935611873375453
"((0, -1, 0), (1, 0, -1), (0, 0, 1))","(1, 1)",0.07238174739850914
"((0, -1, 0), (1, 1, -1), (1, -1, 1))","(0, 0)",-0.9958254420820708
"((0, -1, 0), (1, 1, -1), (0, 0, 1))","(2, 1)",-0.04217031000000001
"((0, -1, 0), (1, 0, 0), (0, 0, 1))","(1, 2)",0.006475924307473399
"((0, -1, 0), (1, -1, -1), (1, 1, 0))","(2, 2)",0.8332281830033343
"((0, 0, 0), (1, -1, -1), (1, 0, 0))","(2, 1)",0.83625104798468
"((0, 0, 0), (1, -1, -1), (1, 1, 0))","(0, 1)",-0.7426753112062001
"((-1, 1, 0), (0, -1, 1), (0, 0, 1))","(2, 1)",-0.016825013395544278
"((0, 0, -1), (1, 0, 0), (0, 1, -1))","(0, 1)",-0.181
"((0, 0, -1), (1, 0, 0), (0, 1, 0))","(2, 2)",0.07444170459900001
