State,Action,Value
"((1, 0, -1), (0, 1, -1), (1, 0, 0))","(0, 1)",-0.06561
"((1, 0, -1), (0, 1, 0), (0, 0, 0))","(1, 2)",0.0
"((0, -1, 1), (0, -1, 1), (-1, 1, 0))","(2, 2)",0.34390000000000004
"((0, 0, 1), (0, -1, 1), (-1, 0, 0))","(2, 1)",0.04352194890000001
"((-1, 1, -1), (1, 1, -1), (1, -1, 0))","(2, 2)",0.4994104907711131
"((-1, 0, -1), (1, 1, -1), (1, 0, 0))","(0, 1)",-0.2677195
"((-1, 0, 0), (0, 1, -1), (1, 0, 0))","(1, 0)",-0.008704755000000002
"((-1, 1, -1), (1, 1, -1), (1, 0, 0))","(2, 1)",0.095
"((-1, 0, 0), (1, 1, -1), (1, 0, 0))","(0, 2)",0.06687715599000002
"((0, 0, 0), (0, 1, -1), (1, 0, 0))","(0, 0)",-0.15222064644000002
"((1, -1, 0), (0, 1, 0), (-1, 0, 0))","(2, 2)",0.1
"((-1, -1, 0), (0, 1, 1), (1, -1, 0))","(0, 2)",0.19
"((-1, -1, 0), (0, 0, 1), (1, 0, 0))","(1, 1)",-0.09189999999999998
"((-1, -1, 0), (0, 1, 1), (1, 0, 0))","(2, 1)",-0.09
"((0, -1, 0), (0, 0, 1), (1, 0, 0))","(0, 0)",0.053795517500151005
"((-1, 0, 1), (0, 0, 0), (-1, 0, 1))","(2, 1)",-0.1
"((0, 0, 0), (0, 0, 0), (-1, 0, 1))","(0, 2)",0.0011366391894526758
"((-1, 0, 1), (0, 0, 0), (-1, 1, 1))","(1, 0)",0.1
"((0, 0, 1), (0, 0, 0), (-1, 0, 1))","(0, 0)",0.00919755
"((0, 0, -1), (-1, 1, -1), (0, 1, 1))","(2, 0)",0.271
"((0, 0, 0), (-1, 0, -1), (0, 1, 1))","(1, 1)",0.009000000000000001
"((0, 0, 0), (-1, 1, -1), (0, 1, 1))","(0, 2)",-0.1
"((0, 0, 0), (-1, 0, 0), (0, 1, 1))","(1, 2)",0.0013851000000000002
"((-1, 1, -1), (1, 0, -1), (0, 1, 0))","(2, 0)",-0.1
"((-1, 1, -1), (1, 0, 0), (0, 0, 0))","(2, 1)",0.025790490000000006
"((-1, 1, -1), (1, 0, -1), (1, 1, 0))","(2, 2)",0.34390000000000004
"((-1, 1, -1), (1, 0, 0), (0, 1, 0))","(1, 2)",-0.09189999999999998
"((0, 1, -1), (1, 0, 0), (0, 0, 0))","(0, 0)",0.003514590000000001
"((0, -1, 0), (0, 1, 0), (-1, 0, 1))","(0, 0)",0.46855900000000006
"((1, 0, 0), (-1, 1, -1), (1, -1, 0))","(0, 1)",0.25436678830494314
"((0, 0, 0), (0, 1, 0), (0, -1, 0))","(2, 0)",0.009183708000000002
"((1, 1, 0), (-1, 1, -1), (1, -1, 0))","(0, 2)",-0.271
"((1, 0, 0), (0, 1, -1), (1, -1, 0))","(1, 0)",-0.19
"((-1, 0, 1), (1, 0, 1), (-1, -1, 0))","(0, 1)",-0.19
"((-1, 0, 1), (1, 0, 0), (0, -1, 0))","(1, 2)",0.0
"((-1, 1, 1), (1, 0, 1), (-1, -1, 0))","(2, 2)",0.34390000000000004
"((-1, 0, 1), (1, 0, 1), (0, -1, 0))","(2, 0)",-0.07075899999999999
"((-1, 0, 1), (1, 0, 0), (0, 0, 0))","(2, 1)",0.003043615500000001
"((1, 1, -1), (-1, 0, -1), (-1, 1, 1))","(1, 1)",0.34390000000000004
"((1, 1, -1), (0, 0, -1), (-1, 1, 0))","(2, 2)",0.009000000000000001
"((1, 0, 0), (0, 0, -1), (-1, 1, 0))","(0, 1)",0.009729000000000002
"((1, 0, 0), (0, 0, -1), (0, 0, 0))","(2, 1)",0.0034619523363000008
"((1, 1, -1), (0, 0, -1), (-1, 1, 1))","(1, 0)",-0.1
"((1, 1, 0), (0, 0, -1), (-1, 1, 0))","(0, 2)",0.0
"((1, 0, 0), (0, 0, -1), (0, 1, 0))","(2, 0)",0.0
"((0, 1, -1), (0, 0, 0), (0, 1, -1))","(2, 0)",-0.030580820999999994
"((0, 1, -1), (0, 0, 0), (1, 1, -1))","(1, 0)",-0.2691185171767299
"((0, 1, -1), (0, 0, 0), (0, 1, 0))","(2, 2)",0.10972605434043511
"((-1, 1, 0), (-1, 0, 0), (1, 1, -1))","(0, 2)",-0.047829689999999994
"((-1, 0, 0), (-1, 0, 0), (1, 1, 0))","(0, 1)",0.04408200963810001
"((-1, 1, 0), (-1, 0, 0), (1, 1, 0))","(2, 2)",-0.2585341
"((-1, 0, 0), (0, 0, 0), (1, 1, 0))","(1, 0)",-0.5131195678371138
"((-1, 1, -1), (1, 1, 0), (0, -1, 0))","(2, 0)",0.024390000000000005
"((-1, 1, 0), (0, 1, 0), (0, -1, 0))","(1, 0)",0.22395893406899886
"((-1, 1, 0), (0, 0, 0), (0, 0, 0))","(1, 1)",0.14361383045063061
"((-1, 1, -1), (1, 1, 0), (1, -1, 0))","(2, 2)",-0.40951000000000004
"((-1, 1, 0), (1, 1, 0), (0, -1, 0))","(0, 2)",-0.25302205
"((-1, 1, 0), (0, 1, 0), (0, 0, 0))","(2, 1)",0.0977914537733214
"((-1, 0, 0), (-1, 1, 0), (0, 0, 1))","(0, 2)",-0.081
"((-1, 0, 1), (-1, 1, 0), (0, 0, 1))","(2, 0)",0.1
"((0, -1, -1), (1, 1, 0), (0, 0, 1))","(0, 0)",0.271
"((1, 1, 0), (1, -1, 0), (-1, 0, -1))","(1, 2)",-0.271
"((0, 1, 0), (1, 0, 0), (-1, 0, -1))","(0, 0)",0.0
"((1, 1, 0), (1, -1, 1), (-1, 0, -1))","(0, 2)",0.68618940391
"((1, 1, 0), (1, 0, 0), (-1, 0, -1))","(1, 1)",0.016290000000000002
"((0, 1, 0), (1, 0, 0), (-1, 0, 0))","(2, 2)",0.009000000000000001
"((-1, 0, 0), (1, 0, 1), (0, 0, -1))","(1, 1)",0.717570463519
"((1, -1, 1), (-1, 0, 0), (0, -1, 1))","(1, 1)",0.1
"((1, -1, 1), (-1, 0, 0), (0, 0, 0))","(2, 2)",0.008100000000000001
"((1, -1, 1), (-1, 0, 0), (0, 0, 1))","(2, 1)",-0.1
"((1, 0, 1), (-1, 0, 0), (0, 0, 0))","(0, 1)",0.0023845338495000006
"((0, -1, 1), (-1, 1, 0), (0, 1, -1))","(2, 0)",0.1
"((0, -1, 0), (0, 1, 0), (0, 1, -1))","(0, 2)",0.026729999964179088
"((0, 0, 0), (0, 1, 0), (0, 0, -1))","(2, 1)",0.012636685673910002
"((0, -1, 1), (0, 1, 0), (0, 1, -1))","(1, 0)",-0.1
"((0, 0, 0), (0, 1, 0), (0, 1, -1))","(0, 1)",0.004382554819050002
"((1, -1, -1), (1, -1, 0), (0, 1, 0))","(2, 0)",0.271
"((1, -1, 0), (0, -1, 0), (0, 1, 0))","(1, 0)",0.009000000000000001
"((1, -1, 0), (1, -1, 0), (0, 1, 0))","(0, 2)",-0.1
"((1, 0, 1), (-1, 1, -1), (0, -1, 0))","(2, 2)",0.19
"((1, 0, 1), (-1, 0, 0), (0, -1, 0))","(1, 1)",0.025200000000000004
"((0, 0, 1), (0, 0, 0), (0, -1, 0))","(0, 0)",0.027046062000000006
"((1, 0, 1), (-1, 1, 0), (0, -1, 0))","(1, 2)",-0.1
"((1, 0, 1), (0, 0, 0), (0, -1, 0))","(1, 0)",-0.1081
"((-1, 0, 1), (-1, -1, 0), (1, 1, 0))","(2, 2)",0.34390000000000004
"((0, 0, 1), (-1, -1, 0), (0, 1, 0))","(2, 0)",0.008100000000000001
"((0, 0, 0), (0, -1, 0), (0, 1, 0))","(0, 2)",0.0008997897555000002
"((0, 0, 1), (-1, -1, 0), (1, 1, 0))","(0, 0)",-0.19
"((0, 0, 1), (0, -1, 0), (0, 1, 0))","(1, 0)",0.018900419860033348
"((1, 1, -1), (0, -1, 0), (1, -1, 0))","(2, 2)",0.11017297087185889
"((1, 1, -1), (0, -1, 0), (1, -1, 1))","(1, 0)",0.4999975390595808
"((1, 1, 0), (0, -1, 0), (1, -1, 0))","(0, 2)",-0.48798018669286536
"((1, 1, 0), (0, -1, 0), (0, 0, 0))","(2, 1)",-0.08171491286972463
"((1, 0, -1), (1, -1, -1), (0, 1, 0))","(0, 1)",-0.1
"((0, 0, -1), (1, 0, -1), (0, 1, 0))","(0, 0)",0.0
"((0, 0, -1), (0, 0, 0), (0, 1, 0))","(1, 0)",0.01278100628370344
"((1, 1, -1), (1, -1, -1), (0, 1, 0))","(2, 2)",0.6513215599000001
"((1, 0, -1), (1, 0, -1), (0, 1, 0))","(1, 1)",-0.07732000000000001
"((1, -1, -1), (1, 0, 1), (-1, 1, -1))","(1, 1)",0.7712320754503901
"((1, -1, -1), (1, 0, 0), (-1, 1, 0))","(1, 2)",0.06985704635190002
"((1, -1, -1), (1, 0, 0), (0, 0, 0))","(2, 1)",0.0008100000000000002
"((1, 0, -1), (0, 0, 0), (0, 0, 0))","(1, 0)",0.07426264181190863
"((1, -1, -1), (1, 0, 1), (-1, 1, 0))","(2, 2)",-0.34390000000000004
"((1, -1, -1), (1, 0, 0), (0, 1, 0))","(2, 0)",0.0171
"((1, 0, -1), (1, 0, 0), (0, 0, 0))","(0, 1)",-0.072171
"((0, 1, -1), (0, 1, 1), (-1, -1, 0))","(2, 2)",0.24671951836632006
"((0, 1, 0), (0, 1, 0), (-1, -1, 0))","(1, 2)",-0.027885102300999984
"((0, 1, -1), (0, 1, 1), (-1, -1, 1))","(1, 0)",-0.46855900000000006
"((0, 1, 0), (0, 1, 1), (-1, -1, 0))","(0, 2)",0.0
"((0, 1, 0), (-1, -1, 0), (-1, 1, 1))","(0, 0)",-0.271
"((0, 1, 0), (0, -1, 0), (-1, 1, 0))","(2, 2)",-0.11539
"((0, 0, 0), (0, -1, 0), (0, 1, 0))","(0, 1)",0.0023648031000000004
"((1, 1, 0), (-1, -1, 0), (-1, 1, 1))","(0, 2)",0.19
"((0, 1, 0), (0, -1, 0), (-1, 1, 1))","(1, 0)",0.025200000000000004
"((0, 1, 0), (0, -1, 0), (0, 1, 0))","(2, 0)",0.009729000000000002
"((0, 1, 0), (1, -1, 0), (-1, 0, 0))","(2, 1)",-0.0892305
"((0, 1, 0), (1, -1, 1), (-1, 1, -1))","(0, 2)",0.34390000000000004
"((0, 1, 0), (1, -1, 0), (-1, 1, 0))","(2, 2)",0.009000000000000001
"((0, -1, 0), (1, -1, -1), (0, 1, 1))","(2, 0)",0.19
"((0, -1, 0), (1, 0, -1), (0, 0, 1))","(2, 1)",0.009000000000000001
"((0, -1, 0), (0, 0, 0), (0, 0, 1))","(1, 0)",0.013205374554937133
"((0, -1, 0), (1, 0, -1), (0, 1, 1))","(1, 1)",-0.1
"((0, -1, 0), (1, 0, 0), (0, 0, 1))","(1, 2)",0.0
"((1, 0, -1), (-1, 0, -1), (1, 0, 1))","(2, 1)",0.9958254420820708
"((1, 0, 0), (-1, 0, -1), (1, 0, 0))","(2, 2)",-0.4516560772292421
"((1, 0, 0), (-1, 0, 0), (0, 0, 0))","(2, 0)",0.047541980522293255
"((1, 0, 0), (-1, 0, -1), (1, 0, 1))","(0, 2)",-0.1
"((1, 0, 0), (-1, 0, 0), (1, 0, 0))","(1, 2)",0.010385100000000001
"((1, 0, 1), (1, 0, -1), (-1, 0, -1))","(1, 1)",-0.23277119545000002
"((1, 0, 0), (1, 0, 0), (-1, 0, -1))","(0, 2)",0.13143958298917155
"((1, 0, 1), (1, 1, -1), (-1, 0, -1))","(0, 1)",0.20475500000000002
"((1, 0, 1), (1, 0, 0), (-1, 0, -1))","(1, 2)",0.23095883280196644
"((1, 0, 0), (1, 0, 0), (0, 0, -1))","(2, 0)",0.13101828171418675
"((0, 1, -1), (-1, 0, -1), (1, 1, 0))","(2, 2)",0.34390000000000004
"((0, 0, -1), (0, 0, -1), (1, 1, 0))","(0, 1)",-0.11814508338481
"((0, 1, -1), (0, 0, -1), (1, 1, 0))","(1, 0)",-0.2349
"((0, 0, 0), (0, 0, -1), (1, 1, 0))","(0, 2)",-0.24882664211662286
"((0, -1, -1), (1, 0, 0), (1, 1, -1))","(1, 1)",-0.19
"((0, -1, -1), (1, 1, 0), (1, 1, -1))","(1, 2)",0.46855900000000006
"((0, -1, -1), (1, 0, 0), (1, 1, 0))","(2, 2)",-0.04585409999999998
"((1, -1, 0), (0, 1, 1), (-1, -1, 0))","(2, 2)",0.1
"((1, 0, 0), (0, 1, 1), (-1, -1, 0))","(0, 1)",-0.1
"((0, 0, 0), (0, 1, 1), (-1, 0, 0))","(2, 1)",0.0008100000000000002
"((1, 1, 0), (0, -1, -1), (-1, 1, 0))","(1, 0)",-0.04304672099999999
"((1, 0, 0), (0, -1, 0), (-1, 1, 0))","(0, 1)",-0.19
"((1, 1, 0), (1, -1, -1), (-1, 1, 0))","(0, 2)",0.7941088679053511
"((1, 1, 0), (0, -1, 0), (-1, 1, 0))","(1, 2)",0.03905100000000001
"((1, 0, 0), (0, 0, 0), (-1, 1, 0))","(1, 1)",0.073799901099
"((0, 1, 0), (1, -1, -1), (-1, 0, 1))","(2, 1)",-0.19
"((0, 0, 0), (1, -1, -1), (0, 0, 1))","(0, 1)",0.0
"((0, 1, 0), (1, -1, -1), (-1, 1, 1))","(0, 2)",0.40951000000000004
"((0, 1, 0), (1, -1, -1), (0, 0, 1))","(2, 0)",0.025200000000000004
"((0, 1, 1), (-1, 0, 1), (-1, 0, -1))","(0, 0)",0.1
"((0, 1, 0), (-1, 0, 1), (-1, 0, 0))","(0, 2)",0.009000000000000001
"((0, 1, 1), (-1, 0, 1), (-1, 0, 0))","(2, 2)",-0.1
"((0, 1, 0), (-1, 0, 1), (0, 0, 0))","(2, 0)",0.009000000000000001
"((-1, 1, -1), (0, 1, 0), (-1, 0, 1))","(1, 0)",0.0171
"((-1, 1, -1), (0, 0, 0), (0, 0, 1))","(1, 1)",0.003506895000000001
"((-1, 1, -1), (1, 1, 0), (-1, 0, 1))","(2, 1)",-0.1
"((-1, 1, -1), (0, 1, 0), (0, 0, 1))","(2, 0)",0.0
"((0, 1, -1), (0, 0, 0), (0, 0, 1))","(0, 0)",0.0
"((1, 0, -1), (0, 0, 0), (1, -1, 0))","(1, 0)",0.9990449950492033
"((1, 0, 0), (0, 0, 0), (1, -1, 0))","(0, 2)",-0.8602401800459807
"((0, -1, 0), (1, 1, -1), (-1, 1, 0))","(0, 0)",0.215310012803034
"((0, 0, 0), (1, 1, -1), (-1, 0, 0))","(2, 1)",0.1234716375927115
"((1, -1, 0), (1, 1, -1), (-1, 1, 0))","(2, 2)",0.32566077995000003
"((0, 0, 0), (1, 1, -1), (-1, 1, 0))","(0, 1)",0.13787059359865503
"((0, 0, 0), (1, 1, 0), (-1, 0, 0))","(1, 2)",0.06341594869149011
"((-1, 0, 1), (1, 0, 1), (-1, 0, -1))","(2, 1)",-0.03411194400999999
"((0, 0, 1), (1, 0, 1), (-1, 0, -1))","(0, 0)",0.0
"((0, 0, 1), (1, 0, 0), (-1, 0, 0))","(2, 2)",0.05518098616599001
"((0, 0, 1), (1, -1, 0), (0, 0, -1))","(1, 2)",-0.14931538857463775
"((0, 0, 1), (0, 0, 0), (0, 0, -1))","(1, 0)",0.011502367474065744
"((0, 0, 1), (1, -1, 1), (0, 0, -1))","(0, 0)",0.5217031000000001
"((0, 0, 1), (1, 0, 0), (0, 0, -1))","(1, 1)",0.13312287399652953
"((0, -1, 1), (-1, -1, 1), (1, 1, -1))","(0, 0)",0.47092513149848
"((0, 0, 0), (-1, -1, 1), (1, 1, -1))","(0, 2)",-0.09595
"((0, 0, 0), (-1, -1, 1), (1, 0, 0))","(2, 1)",0.10600489648627023
"((0, 0, 0), (-1, 0, 1), (0, 0, 0))","(2, 0)",0.017012799629112074
"((0, 0, 1), (-1, -1, 1), (1, 1, -1))","(0, 1)",0.28476639500000006
"((0, 0, 0), (-1, -1, 1), (1, 1, 0))","(2, 2)",0.2846873361954478
"((0, 0, 0), (-1, 0, 1), (1, 0, 0))","(1, 1)",0.02388550995811828
"((0, -1, 1), (0, 1, 1), (-1, -1, 0))","(1, 0)",0.1
"((0, -1, 1), (0, 1, 0), (-1, 0, 0))","(1, 2)",0.017206339950000003
"((0, 0, 1), (0, 0, 0), (-1, 0, 0))","(1, 1)",0.007599720056820393
"((0, -1, 1), (0, 1, 1), (-1, 0, 0))","(2, 1)",-0.1
"((0, 0, 1), (0, -1, 1), (-1, 1, -1))","(0, 0)",0.0171
"((1, 0, 1), (0, -1, 1), (-1, 1, -1))","(1, 0)",-0.1
"((0, 0, 1), (0, -1, 1), (-1, 1, 0))","(2, 2)",0.0
"((0, 1, 1), (1, -1, 0), (-1, 0, -1))","(1, 2)",-0.271
"((0, 0, 1), (1, 0, 0), (-1, 0, -1))","(0, 1)",-1.1153790000002772e-05
"((0, 0, 0), (1, 0, 0), (-1, 0, 0))","(0, 2)",0.010480995401735178
"((0, 1, 1), (1, -1, 1), (-1, 0, -1))","(0, 0)",0.46855900000000006
"((0, 1, 1), (1, 0, 0), (-1, 0, -1))","(1, 1)",-0.09189999999999998
"((0, 0, 1), (1, -1, 0), (1, -1, -1))","(0, 1)",-0.3029965746481
"((0, 0, 1), (0, -1, 0), (1, -1, 0))","(1, 0)",-0.8800552680571857
"((0, 0, 1), (0, -1, 0), (0, 0, 0))","(2, 0)",0.2954232967025707
"((0, 1, 1), (1, -1, 0), (1, -1, -1))","(1, 2)",-0.271
"((0, 0, 1), (1, -1, 0), (1, -1, 0))","(2, 2)",-0.19654853401
"((0, 0, 1), (0, -1, 0), (1, 0, 0))","(2, 1)",0.40500000000006997
"((1, 1, 0), (0, 0, -1), (0, 0, -1))","(0, 2)",0.19
"((0, 1, 0), (0, 0, 0), (0, 0, -1))","(0, 0)",0.045380871695574004
"((1, 1, 0), (0, 0, 0), (0, 0, -1))","(1, 2)",-0.19
"((-1, -1, 1), (0, 1, 0), (-1, 1, 0))","(1, 2)",-0.34390000000000004
"((-1, 0, 1), (0, 1, 0), (-1, 0, 0))","(2, 1)",-0.091027962918829
"((-1, 0, 0), (0, 1, 0), (0, 0, 0))","(0, 2)",0.06093759129826367
"((-1, -1, 1), (0, 1, 1), (-1, 1, 0))","(1, 0)",0.40951000000000004
"((-1, 0, 1), (0, 1, 0), (-1, 1, 0))","(0, 1)",0.044716500000000006
"((-1, 0, 1), (0, 1, 0), (0, 0, 0))","(2, 0)",0.09482279917357918
"((1, 1, 0), (1, 0, 0), (0, -1, -1))","(2, 0)",0.19
"((1, 1, 0), (0, 0, 0), (0, -1, 0))","(2, 2)",-0.07804900000000001
"((1, -1, 1), (0, 0, -1), (1, -1, 0))","(2, 2)",-0.20472741100000003
"((0, 0, 1), (0, 0, -1), (1, -1, 0))","(0, 0)",0.034268031000000004
"((1, -1, 1), (0, 0, -1), (1, -1, 1))","(1, 0)",-0.40951000000000004
"((1, 0, 1), (0, 0, -1), (1, -1, 0))","(0, 1)",-0.23723920000000004
"((1, -1, 1), (0, -1, -1), (1, 1, -1))","(1, 0)",0.901522909781639
"((1, 0, 0), (0, -1, -1), (1, 1, -1))","(0, 2)",-0.36537553081
"((0, 0, 0), (0, 0, -1), (1, 1, -1))","(0, 0)",-0.46812853279000005
"((1, 0, 1), (0, -1, -1), (1, 1, -1))","(0, 1)",-0.46855900000000006
"((0, 0, 0), (0, 0, -1), (1, 1, 0))","(2, 2)",0.3483616083684617
"((-1, -1, 0), (1, -1, 1), (1, 0, 0))","(2, 1)",-0.1
"((-1, -1, 0), (1, 0, 0), (1, 0, 0))","(1, 2)",-0.232759
"((-1, -1, 0), (1, -1, 1), (1, 1, 0))","(2, 2)",0.34390000000000004
"((-1, -1, 0), (1, 0, 1), (1, 0, 0))","(1, 1)",0.11511531198000002
"((0, -1, 0), (1, 0, 0), (1, 0, 0))","(0, 0)",0.18415202289349578
"((-1, 1, 1), (0, -1, 0), (1, -1, 0))","(1, 2)",-0.9805960828882746
"((0, 1, 1), (0, -1, 0), (0, -1, 0))","(2, 0)",0.027119844161361005
"((-1, 1, 1), (0, -1, 1), (1, -1, 0))","(2, 2)",0.9999314403867587
"((0, 1, 1), (0, -1, 0), (1, -1, 0))","(0, 0)",0.4500000000000031
"((0, 1, 1), (0, -1, 0), (0, 0, 0))","(2, 1)",-0.7783243086329008
"((0, 1, 1), (-1, -1, 1), (0, -1, 0))","(2, 0)",0.14824970770671003
"((0, 1, 1), (-1, -1, 1), (1, -1, 0))","(2, 2)",-0.814697981114816
"((0, 1, 1), (-1, -1, 1), (0, 0, 0))","(2, 1)",-0.09
"((0, 0, 1), (-1, -1, 0), (1, 1, -1))","(0, 0)",-0.9439720712234169
"((0, 0, 1), (0, -1, 0), (1, 0, -1))","(2, 1)",-0.2923660446475149
"((1, 0, 1), (-1, -1, 0), (1, 1, -1))","(1, 2)",0.9999997424145313
"((0, 0, 1), (0, -1, 0), (1, 1, -1))","(1, 0)",0.8755685502526407
"((0, 0, 1), (-1, 0, 1), (1, -1, -1))","(1, 1)",0.40951000000000004
"((0, 0, 1), (-1, 0, 1), (1, 0, -1))","(2, 1)",-0.24561000000000002
"((0, 1, 1), (-1, 0, 0), (-1, 0, 0))","(0, 0)",0.271
"((0, 1, 1), (0, 0, 0), (-1, 0, 0))","(1, 0)",-0.19
"((1, 0, 0), (-1, 0, 1), (-1, -1, 1))","(1, 1)",0.1
"((0, 0, 0), (-1, 0, 1), (0, -1, 1))","(0, 0)",0.03453308793456668
"((1, 0, 0), (-1, 0, 1), (0, -1, 1))","(2, 0)",-0.19
"((-1, 1, 0), (1, 0, -1), (1, 0, -1))","(2, 1)",-0.19
"((-1, 1, 0), (1, 0, -1), (1, 1, -1))","(0, 2)",0.271
"((-1, 1, 0), (1, 0, -1), (1, 0, 0))","(2, 2)",0.017100000000000004
"((0, 1, -1), (-1, 0, 0), (1, -1, 1))","(1, 2)",0.03332397555000001
"((0, 1, -1), (-1, 0, 1), (1, -1, 1))","(1, 1)",0.1355
"((0, 1, -1), (-1, 0, 0), (1, 0, 1))","(2, 1)",0.05940592249500001
"((0, 0, 1), (0, 0, 0), (1, -1, -1))","(1, 1)",0.9202335569231275
"((0, 0, 1), (0, 0, 0), (0, 0, -1))","(2, 0)",0.4095772063766646
"((0, 0, 1), (0, 0, 0), (1, 0, -1))","(2, 1)",-0.8651632638604612
"((-1, 1, -1), (1, 1, -1), (-1, 0, 1))","(2, 1)",0.46855900000000006
"((-1, 1, 0), (1, 1, -1), (-1, 0, 0))","(2, 2)",0.13868488118402172
"((-1, 0, 0), (1, 1, 0), (-1, 0, 0))","(0, 1)",0.0008100000000000002
"((-1, 0, 0), (1, 0, 0), (0, 0, 0))","(1, 1)",0.10853045233305206
"((-1, 1, 0), (1, 1, -1), (-1, 0, 1))","(0, 2)",-0.19
"((-1, 1, 0), (1, 1, 0), (-1, 0, 0))","(1, 2)",0.05112400500000001
"((-1, 0, 0), (1, 1, 0), (0, 0, 0))","(2, 0)",-0.093582288595
"((1, -1, -1), (0, -1, 1), (1, 1, -1))","(1, 0)",0.911370618803475
"((1, -1, -1), (0, 0, 0), (1, 1, -1))","(1, 2)",0.2413448676897372
"((0, -1, 0), (0, 0, 0), (1, 1, -1))","(0, 0)",0.27223827607272866
"((1, -1, -1), (0, 0, 1), (1, 1, -1))","(1, 1)",-0.6125795110000001
"((1, -1, 0), (0, 0, 0), (1, 1, -1))","(0, 2)",0.051531115050000006
"((0, 0, 0), (0, 0, 0), (1, 1, -1))","(0, 1)",0.032023735297115025
"((0, 0, -1), (-1, 1, 1), (1, 0, -1))","(0, 1)",0.12220261264889011
"((0, 0, -1), (0, 1, 0), (1, 0, -1))","(1, 2)",0.05719536450000002
"((0, 0, -1), (0, 1, 0), (0, 0, 0))","(2, 0)",0.23488977636779496
"((0, 1, -1), (-1, 1, 1), (1, 0, -1))","(0, 0)",-0.19
"((0, 0, -1), (0, 1, 1), (1, 0, -1))","(1, 0)",0.22841249538685737
"((0, 0, -1), (0, 1, 0), (1, 0, 0))","(2, 2)",0.08429050747260308
"((0, 1, 0), (-1, 1, -1), (0, 0, 0))","(2, 2)",0.08263062000000002
"((0, 1, 0), (-1, 1, -1), (0, 0, 1))","(0, 0)",-0.1
"((0, 1, 0), (-1, 1, 0), (0, 0, 0))","(1, 2)",-0.009000000000000001
"((0, -1, 1), (-1, -1, 1), (1, 0, 0))","(2, 1)",0.0522459
"((0, 0, 1), (-1, -1, 0), (1, 0, 0))","(1, 2)",0.41743301426266183
"((0, -1, 1), (-1, -1, 1), (1, 1, 0))","(0, 0)",-0.19
"((0, 0, 1), (-1, -1, 1), (1, 0, 0))","(0, 1)",-0.5139972055
"((0, 0, 1), (0, -1, 0), (1, 0, 0))","(1, 0)",0.404706555723571
"((0, 0, 1), (-1, -1, 1), (-1, 1, 0))","(0, 0)",0.07731621000000001
"((0, 0, 0), (-1, 0, 1), (0, 0, 0))","(2, 1)",0.0061994900542082865
"((1, 0, 1), (-1, -1, 1), (-1, 1, 0))","(2, 2)",-0.19
"((0, 0, 1), (-1, -1, 1), (0, 1, 0))","(2, 0)",-0.0171
"((0, 0, 0), (-1, 0, 1), (0, 1, 0))","(1, 1)",0.003073140000000001
"((-1, -1, 0), (0, 0, 0), (0, 1, 1))","(2, 0)",0.271
"((-1, 0, 0), (0, 0, 0), (0, 1, 1))","(0, 1)",-0.1729
"((1, 0, -1), (0, 1, 0), (-1, 1, -1))","(0, 1)",0.5217031000000001
"((1, 0, -1), (0, 0, 0), (-1, 1, 0))","(1, 1)",0.10558887120000002
"((1, 0, -1), (0, 1, 0), (-1, 1, 0))","(2, 2)",-0.19
"((1, 0, -1), (0, 0, 0), (0, 1, 0))","(2, 0)",0.1208377628812831
"((-1, 1, 1), (0, -1, 0), (0, 0, 0))","(1, 0)",-0.4664323312900919
"((-1, 1, 1), (1, -1, 0), (0, 0, 0))","(2, 2)",0.6125795110000001
"((0, 1, 1), (0, -1, 0), (0, 0, 0))","(0, 0)",0.40297608599393864
"((0, 1, -1), (1, 0, 1), (-1, 0, -1))","(1, 1)",0.271
"((0, 0, 0), (1, 0, 1), (-1, 0, -1))","(0, 1)",-0.16492969
"((0, 1, 0), (1, 0, 1), (-1, 0, -1))","(0, 2)",-0.19
"((0, 0, 0), (1, 0, 1), (-1, 0, 0))","(2, 2)",-0.34390000000000004
"((1, 0, 1), (0, 0, -1), (1, -1, -1))","(0, 1)",0.1
"((0, 0, 1), (0, 0, -1), (1, 0, -1))","(0, 0)",0.14854885454094308
"((1, 0, 1), (0, 0, -1), (1, 0, -1))","(2, 1)",-0.19
"((1, 0, -1), (0, -1, -1), (1, 1, 0))","(0, 1)",-0.271
"((1, 0, -1), (0, 0, -1), (1, 0, 0))","(2, 1)",-0.12587869
"((1, 1, -1), (0, -1, -1), (1, 1, 0))","(2, 2)",0.6125795110000001
"((1, 0, -1), (0, 0, -1), (1, 1, 0))","(1, 1)",-0.18270999999999998
"((1, 0, 0), (0, 0, -1), (1, 0, 0))","(0, 2)",-0.7855352641774397
"((0, 0, 0), (1, -1, -1), (1, -1, 1))","(0, 2)",-0.18012205
"((0, 0, 0), (1, 0, -1), (0, -1, 1))","(2, 0)",0.0010975500000000003
"((0, 0, 0), (1, 0, -1), (1, -1, 1))","(1, 1)",-0.136082092015
"((0, 0, 0), (1, 0, -1), (0, 0, 1))","(2, 1)",0.0006925500000000001
"((-1, 0, 0), (0, 0, -1), (0, 1, 1))","(2, 0)",0.19
"((0, 0, 0), (0, 0, -1), (0, 1, 1))","(0, 0)",-0.08919
"((-1, 1, 1), (0, 1, 0), (-1, 0, -1))","(1, 0)",-0.19
"((-1, 1, 1), (0, 0, 0), (0, 0, -1))","(1, 1)",0.19418174561682822
